,skills
7522,",Learning and Development,Training and Development,HR Head,HR Jobs in IT/ITeS,Organization Development"
7523,",Java,Python,AWS,AWS Lambda,Cloud,Cloud Services"
7524,",SSRS,Informatica,Data Warehousing,System Integration,Reporting Tools,Crystal Reports"
7525,",Java,Python,AWS,AWS Lambda,Cloud,Cloud Services"
7526,",Embedded System,Embedded C,C++,Scripting,Unix OS,Linux OS"
7527,",AWS,DevOps,Data Warehousing,ETL,Redshift,Java"
7528,",Cloud Services,Java,Python,Terraform,RESTful Webservices,AWS"
7529,",Golang,AngularJS,Full Stack,AWS,PostgreSQL,MySQL"
7530,",AWS,SaaS,Microservices Architecture,Python,Spark,Scala,Java,Kafka,Rest Webservices,PostgreSQL"
7531,",UiPath,Automation Anywhere,Blue Prism,.Net,C#,RPA"
7532,",C#,Kofax,.Net,C,SQL Server,VB"
7533,
7534,",Supply chain,Ideas,Biztalk,Application integration,SSRS,Performance tuning"
7535,",Flux,Redux,Project Management,Webpack,React.js,UI"
7536,",Node.js,Database Schema,Javascript"
7537,",React.js,React Native,UI,Vue.js,Javascript,CSS"
7538,",React.js,Javascript,HTML,CSS"
7539,",Windows OS,PowerShell,Scripting,MFC,VC++,C++"
7540,",React.js,CSS,HTML,SDLC,Data Structure,JSON,RESTful API,Javascript"
7541,",Vlocity,Work From Home,Salesforce,EPC Emulator,Order Management System,CPQ"
7542,",SAS/Base,Application Designing,Macros,SAS Implementation,SAS Integration,SAS"
7543,",React.js,Jest Framework,Javascript,OOPS,Redux,ES6"
7544,",Appium,Selenium,Mobile App Testing,Testing,Automation Testing,Embedded Testing"
7545,",Appium,Selenium,Mobile App Testing,Testing,Automation Testing,Embedded Testing"
7546,",Ruby on Rails,SQL Server,MySQL,XML,AWS,Heroku"
7547,",OSI PI,SQL Server,Oracle DB,OSI Model,Data Historian,Solution Design"
7548,",MySQL,Javascript,TypeScript,MEAN,AngularJS,Node.js"
7549,",MySQL,Javascript,TypeScript,MEAN,AngularJS,Node.js"
7550,",Cloud,Golang,Microservices Architecture,Linux,Full Stack,Cloud Apps,Docker,Kubernetes,PostgreSQL,NoSQL"
7551,",Adobe Campaign,Campaign Management System"
7552,",Adobe Campaign,Campaign Management System"
7553,",RPA,UiPath,Blue Prism,Automation Anywhere,Applications Implementation,Applications Support"
7554,",Spring Boot,Microservices Architecture,CI/CD,Java,Spring,Gradle"
7555,",Golang,Java,Data Structure,Microservices Architecture,API,AWS"
7556,",Blockchain,Blockchain Implementation,Version Control System,Data Structure,Algorithm,Open Source"
7557,",React.js,React Native,API,Javascript,Redux,ECMAScript"
7558,",Web3.js,Full Stack,API Implementation,SDK,API"
7559,",React.js,Javascript,Redux,Flux,RESTful API,JSON"
7560,",Ruby on Rails,Java,Perl,PHP,Python,.Net"
7561,",Cloud Infrastructure,System Implementation,CI/CD,ELK Stack,Python,Performance Tuning"
7562,
7563,",React.Js,redux,Javascript,Bootstrap,router,Node.Js"
7564,",Java Api,Rest,SOAP,JSON,Java SE,Java EE"
7565,",CSS,HTML,Laravel,MySQL,Bootstrap,Html5"
7566,",php,Laravel,Angularjs"
7567,
7568,",Javascript,CSS,Web Development,DIV,Angular,Web Technologies"
7569,",Corporate Training,Software Development,Debugging,Information Technology,Computer Science,Continuous Improvement"
7570,",MERN Stack,Javascript,RDBMS,Node.js"
7571,",Ruby Rails,MySQL"
7572,",react js,framework,user interface"
7573,",CSS,Bootstrap,Php Frameworks"
7574,",SAP UI5,SAP Fiori,OpenUI5,OData,SAP Support"
7575,
7576,
7577,",WCS,Websphere Commerce Server,websphere commerce server developer"
7578,",Ruby on Rails,JSON,AJAX,Bootstrap,jQuery,Data Structure"
7579,",Javascript,Bootstrap,Angular,HTML,CSS"
7580,",React.js,HTML,CSS,Bootstrap,Javascript,UI"
7581,",node,nodejs"
7582,",Node.js,Javascript,StrongLoop,Database Schema,Code Versioning Tools,Git"
7583,",Node.js,Javascript,Data Storage,Database Schema"
7584,",Developer,Javascript,MySQL,Apache,Workflow,Agile"
7585,",C#,WPF,Xamarin,Visual Studio,Git"
7586,",Avaya,SIP,IP Integration"
7587,",Node.js,Express.js,AngularJS,React.js,Javascript,NoSQL"
7588,",Node.js,Express.js,AngularJS,React.js,Javascript,NoSQL"
7589,",lightning,Apex,Salesforce,Visualforce"
7590,",Manager Technology,Automation,PHP,Internship,Technology solutions,Front end"
7591,",Reporting Services,T-SQL,SQL Server,Stored Procedures,SSRS,Sybase ASE"
7592,",Reporting Services,T-SQL,SQL Server,Stored Procedures,SSRS,Sybase ASE"
7593,
7594,",JSP Servlets,Javascript,Core Java,J2Ee,JQuery,Unit Testing"
7595,",JSP Servlets,Javascript,Core Java,J2Ee,JQuery,Unit Testing"
7596,",Mac OS,iOS,Objective C,SWIFT,Xcode,Native Apps"
7597,",iOS,Objective C,SWIFT,Xcode,Mac OS,SDK"
7598,",iOS,Objective C,SWIFT,Xcode,OOPS,SQLite"
7599,",Teamcenter,PLM,C++,Java,AngularJS"
7600,",Software Development,C++,Blockchain,Cryptography,Cryptocurrency,Software Services"
7601,",Business objects,SAP Basis,Performance tuning,Data analysis,Business process,metadata"
7602,",Business objects,SAP Basis,Performance tuning,Data analysis,Business process,metadata"
7603,
7604,
7605,",Javascript,UI,React.js,React Native,Redux,HTML"
7606,",Sales,Inside Sales,Education Sales,EduTech Solution Sales"
7607,",Sales,Education Sales"
7608,",Javascript,Css,Html,React . Js,Redux,User Interface"
7609,
7610,
7611,
7612,",AWS,Docker,Kubernetes,Java,AWS Lambda,REST API"
7613,",React Native,Mobile App Designing,Mobile App Performance Optimization,OOPS,SWIFT,Java"
7614,
7615,",QlikSense,SQL,ETL,Agile"
7616,",Native Cloud,C++,C,OpenShift,Docker,Linux"
7617,",Native Cloud,C++,C,OpenShift,Docker,Linux"
7618,",SystemC,Python,System Verilog,UVM,Verification,C"
7619,",React.js,Redux-Saga,Javascript,HTML5,CSS3,Middleware"
7620,",Zoho CRM,Zoho Apps,RESTful Webservices,Distributed Systems,Startup"
7621,",NetSuite,ERP,JSON,SOAP API,AJAX,Salesforce"
7622,",Node.js,AWS,MongoDB,Cloud,PostgreSQL"
7623,",Node.js,AWS,MongoDB,Cloud,PostgreSQL"
7624,
7625,
7626,",React.js,Javascript,ECMAScript,Webpack,HTML5,CSS3"
7627,",SDK,Fire Stick,Firebase,Alexa VUI,Java,Kotlin"
7628,
7629,",SDK,Fire Stick,Firebase,Alexa VUI,Java,Kotlin"
7630,
7631,",QlikSense,SQL,ETL,Agile"
7632,",Marketing,Social Media,SEM / SEO,Sales Promotion,Web Analytics,Digital Marketing"
7633,",QlikSense,Qlikview,Data Visualization,Data Ingestion,SQL,Dashboard Design"
7634,",Native Cloud,C++,C,OpenShift,Docker,Linux"
7635,",Version Control System,3GPP,LTE Protocol,Telecom,System Integration,Debugging"
7636,",Linux,C,C++,4G,5G"
7637,",Version Control System,3GPP,LTE Protocol,Telecom,System Integration,Debugging"
7638,",Javascript,Wordpress,Web application development,CSS3,jQuery,PSD"
7639,",Android,Automation,Application development,Performance tuning,Unit testing,Integration testing"
7640,",QlikSense,Qlikview,Data Visualization,Data Ingestion,SQL,Dashboard Design,Reporting Tools,BI Reporting,Data Pipeline,AWS,Azure"
7641,",Javascript,Wordpress,Web application development,CSS3,jQuery,PSD"
7642,",Android,Automation,Application development,Performance tuning,Unit testing,Integration testing"
7643,",Javascript,Backend,android studio,Analytical skills,User interface designing,Cloud"
7644,",Javascript,Backend,android studio,Analytical skills,User interface designing,Cloud"
7645,",SQL,MySQL,Python,Data structures,Open source,Agile"
7646,",HTML,Application development,Data structures,Open source,Coding,Front end"
7647,",Selenium,Automation Testing,Testing,Software Quality Assurance,Manual Testing"
7648,
7649,",Sterling Commerce,Java,eCommerce,Webservices,SDLC,JBOSS"
7650,",TCP/IP,Linux Kernel,AWS,Azure,VPN,Socket Programming,System Programming,Kernel,Secure Sockets Layer"
7651,",Javascript,Full Stack,LAMP,React.js,YII,Laravel"
7652,",Mobile,REST API,Android Studio,React Native,Functional Programming,OOPS"
7653,
7654,",C#,.Net,LINQ,MVC,iOS,Android"
7655,",LTE,LTE Protocol,C,C++,MAC Layer,eNodeB"
7656,
7657,",AngularJS,Javascript,HTML,CSS,RESTful API,UI"
7658,",Aws,Javascript,Java,Node . Js,Scala,Docker"
7659,",.Net,AngularJS,ASP,IIS,VB,WebAPI"
7660,",Mobile,REST API,Android Studio,React Native,Functional Programming,OOPS,Xcode,Javascript,TypeScript,Clojure"
7661,",C#,.Net,LINQ,MVC,iOS,Android"
7662,",React.js,Redux,AngularJS,Javascript,HTML5,CSS3"
7663,
7664,
7665,
7666,
7667,
7668,",SQL,Android,Javascript,jQuery,Visual Studio,MVVM"
7669,",Ajax,jQuery,Web development,CSS3,Front end,Backend"
7670,",Agile,Testing tools,Adobe,JIRA,Agile testing,Software testing"
7671,",SQL,Packaging,HTML,JavaScript,Oracle,assembly language"
7672,",Java,OSS,J2EE,Amdocs,CRM,DevOps"
7673,",LTE,LTE Protocol,C,C++,MAC Layer,eNodeB"
7674,",Oracle,Unix,Javascript,Linux,XML,HTML"
7675,",.Net,AngularJS,ASP,IIS,VB,WebAPI"
7676,",Angular 8,MVVM,MVC,Node.js,PL-SQL,RESTful Webservices"
7677,",Zoho CRM,Zoho Apps,RESTful Webservices,Distributed Systems,Startup"
7678,",React.js,Javascript,ECMAScript,Webpack,HTML5,CSS3"
7679,",React Native,Xcode,Android Studio,Mobile UI,Javascript,ES6"
7680,",Node.JS,JavaScript,HTML5,CSS3,Bootstrap"
7681,",JavaScript,React JS,HTML5,CSS3,REST"
7682,
7683,",LAMP,Laravel,PHP,AngularJS,React.js,Vue.js"
7684,",Node.Js,passport js,Typescript,sequelize"
7685,
7686,",MS Dynamics CRM"
7687,",Javascript,Java,Singleton,Redux,Design Patterns,Node.js"
7688,
7689,",PHP,Laravel,Javascript,API,MySQL,JSON"
7690,",React Native,Android,iOS,API Integration,Native Apps"
7691,",Javascript,Applications Implementation,Application Designing,Node.js"
7692,",DevOps,Jira,Docker,Jenkins,Ansible,Confluence"
7693,",DevOps,Jira,Docker,Jenkins,Ansible,Confluence"
7694,",React.Js"
7695,
7696,
7697,
7698,",React Native,Mobile App Designing,iOS,Android,Github,API"
7699,",HTML,Html5,Ajax,Javascript,JQuery,bootstrap"
7700,",HTML,Html5,Ajax,Javascript,JQuery,bootstrap,angular,React Js,Bitbucket,Github,GIT"
7701,",Node.js,MongoDB,Python,Javascript,React.js,Vue.js"
7702,
7703,
7704,",React.Js,Html5,CSS,Ajax,Javascript,jQuery"
7705,",React.js,Redux,HTML5,CSS3,Javascript,UI"
7706,",Angularjs,HTML,CSS,Javascript,AWS"
7707,",Angularjs,HTML,CSS,Javascript,AWS"
7708,
7709,",Web technologies,PHP,Javascript,HTML,MySQL,Photoshop"
7710,",HTML,Troubleshooting,Coding,Information technology,Front end,Computer science"
7711,",Ajax,jQuery,CMS,Web development,sitecore,Architecture"
7712,",Talent Management,Organization Development,Learning and Development,Leadership Development,Performance Management,HR Head"
7713,",Javascript,Computer science,MVC,Project execution,MongoDB,Web technologies"
7714,",Ajax,jQuery,CMS,Web development,Adobe,Architecture"
7715,",Javascript,Angular,Front End,SVN,Paypal,Gitlab"
7716,",Javascript,CSS,Redux,React.Js,HTML,Html5"
7717,
7718,
7719,",Javascript,Troubleshooting,TDD,Stress testing,test driven development,Testing"
7720,
7721,
7722,",Ruby on Rails,Javascript,jQuery,RDBMS,NoSQL,OOAD"
7723,",Javascript,Angularjs,React.Js,C#,Front End,Plugins"
7724,
7725,
7726,",Javascript,JQuery,HTML,CSS,Ajax,Laravel"
7727,",UI Development,Java,TDD,Application Development,React.Js"
7728,
7729,",RESTful API,Webpack,HTML5,CSS3,Vue.js,ES6"
7730,",Javascript,HTML,CSS,JQuery,MySQL,Web Technologies,Ruby,Rest,Rail,AWS"
7731,",Javascript,CSS,Redux,React.Js,HTML,Front End"
7732,",RTL Design,Design Development,FPGA Design,VHDL,Verilog,RTL"
7733,",RTL Design,Design Development,FPGA Design,VHDL,Verilog,RTL"
7734,
7735,",Css,Html,Oops"
7736,
7737,",Node.js,NPM,JavaScript"
7738,",PHP,Android,Ajax,Javascript,jQuery,Relationship management"
7739,",PHP,Android,Ajax,Javascript,jQuery,Relationship management"
7740,",Node.js,PostgreSQL,MongoDB,Vue.js,MVC,Data Structure,Algorithm"
7741,
7742,",Oracle APEX,PL-SQL,jQuery,Oracle EBS,Rest Webservices,Javascript"
7743,
7744,",Angular 5,Angular 7,Angular 8,Angular 9,Angular 11,Javascript"
7745,",Software Development,Project Management,Developer"
7746,",Servicenow,Itsm,Javascript,Snow,Service Management,. Net"
7747,",React Native,Mobile App Architecture,TypeScript,Functional Programming,Javascript,OOPS"
7748,
7749,
7750,",React.js,Redis,Git,Javascript,MongoDB,Wireframe,jQuery"
7751,
7752,
7753,",Storyline,eLearning,WCAG"
7754,",Ruby on Rails,Startup,PostgreSQL,NoSQL,MongoDB,RESTful API"
7755,",Laravel,PHP,OOPS,REST API,MVC Design Patterns,Javascript"
7756,",Node.js,MongoDB,AngularJS,MEAN,MERN Stack,AWS Lambda"
7757,
7758,",Laravel,OOPS,PHP,SQL,REST API,MySQL"
7759,
7760,",React Native,Mobile UI,Mobile App Designing,API,iOS,Android"
7761,",Oracle APEX,Oracle EBS,Oracle Financials,PL-SQL,RDBMS,Data Modeling"
7762,",React Native,iOS,Android,Mobile App Designing,REST API,Microservices Architecture"
7763,",Node.js,MEAN,MERN Stack,MongoDB,AWS,DynamoDB"
7764,",React.js,Node.js,Javascript,Full Stack,AJAX,ES6"
7765,
7766,
7767,",Javascript,JSON,Healthcare,IT services,Front end,DOM"
7768,",Javascript,JSON,Healthcare,IT services,Front end,DOM"
7769,",SQL,Oracle,XML,Db2,Debugging,Healthcare"
7770,",Sales,IT Sales,SaaS Sales,IT Product Sales"
7771,",Shopify,eCommerce,Javascript,jQuery,WooCommerce"
7772,",Core Java,Billing"
7773,",Sales,Telecalling,Tele-Marketing,Inside Sales,Telesales"
7774,",System design,Coding,Javascript,Debugging,Middleware,Usage"
7775,",QlikSense,Qlikview,BI/DW,Scripting,Project Life Cycle,SQL"
7776,
7777,",QlikSense,Qlikview,BI/DW,Scripting,Project Life Cycle,SQL"
7778,
7779,
7780,
7781,
7782,
7783,
7784,
7785,
7786,
7787,
7788,
7789,
7790,",Laravel,OOPS,PHP,SQL,REST API,MySQL,MVC Design Patterns,Javascript"
7791,",React Native,Android,Native Apps,Mobile SDLC,Redux,API Integration"
7792,",Angular 2+,Angular 4,Javascript,HTML,CSS,TypeScript"
7793,
7794,
7795,
7796,",Salesforce,Lightning Design System,Salesforce CPQ,Salesforce LWC,CRM Implementation,Visual Force"
7797,
7798,
7799,
7800,",Java 8,SQL,Java"
7801,",React.js,Redux,Node.js,LESS/SASS,Application Designing,Application Architecture"
7802,",React Native,Mobile UI,Mobile App Designing,API,iOS,Android"
7803,",SQL,Java,Solution Design"
7804,",Oracle APEX,Oracle EBS,Oracle Financials,PL-SQL,RDBMS,Data Modeling"
7805,",React Native,iOS,Android,Mobile App Designing,REST API,Microservices Architecture"
7806,",Node.js,MEAN,MERN Stack,MongoDB,AWS,DynamoDB"
7807,",.Net,.Net Core,AngularJS,AWS,SQL Server,ASP"
7808,",C#,WinForms,WPF,OOPS,Sharepoint,Azure"
7809,",React.js,Node.js,Javascript,Full Stack,AJAX,ES6"
7810,",.Net,MVC,SQL,C#,WebAPI,WPF"
7811,",C#,.Net,.Net Core,MVC,WebAPI,Entity Framework"
7812,",Javascript,JSON,Healthcare,IT services,Front end,DOM"
7813,",Javascript,JSON,Healthcare,IT services,Front end,DOM"
7814,",Javascript,JSON,Healthcare,IT services,Front end,DOM"
7815,
7816,
7817,
7818,
7819,
7820,",ADAS,SoC,QNX,VxWorks,Board Support Package,Linux Server,Device Driver"
7821,",Java,Node.js,Rest Webservices,Google Cloud Platform,Azure,Chatbot Deployment"
7822,",Troubleshooting,Change Management,ITIL,SDLC,PL-SQL,Oracle Argus"
7823,",Vue.js,React.js,Javascript,TypeScript,UI,AngularJS"
7824,",Solution Design,Enovia,3D"
7825,",Qlikview,Data Analytics,Datamart,Data Modeling,Data Warehousing,Data Integration"
7826,",React.js,Javascript,CSS3,Bootstrap,Vue.js,AngularJS"
7827,",Proficy Historian,SQL,MVC,WPF,SSRS,SQL Server"
7828,
7829,",Node.js,Express.js,AngularJS,React.js"
7830,
7831,",Sitecore,.Net,Visual Studio,AWS,Azure,MySQL"
7832,",Ruby on Rails (ROR),JavaScript,HTML/CSS,Angular.Js"
7833,",OFSAA,Data Quality,Data Management,Oracle DB 12C,PL-SQL,Metadata"
7834,",Salesforce,Lightning Design System,Salesforce CPQ,Salesforce LWC,CRM Implementation,Visual Force"
7835,",RTOS,Multithreading,Debugging,Embedded System,Configuration Management Tools,Schematics"
7836,",JSON,Golang,Microservices Architecture,NoSQL"
7837,",Java 8,SQL,Java"
7838,",SQL,Java,Solution Design"
7839,",C#,WinForms,WPF,OOPS,Sharepoint,Azure"
7840,",React.js,Redis,Git,Javascript,MongoDB,Wireframe,jQuery"
7841,
7842,
7843,
7844,
7845,
7846,",Continuous Integration,Database Schema,Version Control System,RESTful,MVC,OOPS"
7847,",PHP,Laravel,MVC Design Patterns,Magento,Wordpress,MySQL"
7848,
7849,
7850,
7851,",PHP,Business intelligence,Troubleshooting,Coding,Computer science,Outsourcing"
7852,",Customer service,E-learning,Analytical,Logistics management,Management,Interpersonal skills"
7853,
7854,
7855,",Customer service,E-learning,Analytical,Logistics management,Management,Interpersonal skills"
7856,",Analytics,Manager Quality Assurance,Photoshop,Javascript,Adobe,Computer science"
7857,",Informatica,MDM,Java,IDD Configuration,IDD Implementation,Technical Consultant"
7858,",GIT,Vue.Js,Node.Js,React.Js,Angular,AWS"
7859,",Oracle Commerce Cloud,Java,J2EE,Webservices"
7860,
7861,
7862,",Node.js,Javascript,Express.js,SOAP Webservices,RESTful API,MongoDB"
7863,
7864,
7865,",Android SDK,Java,Android Development,Typing,GIT,Benefits"
7866,",Android SDK,Java,Android Development,Typing,GIT,Benefits"
7867,
7868,",Spring,Hibernate,Java Web Services,Drools,Microservices,Rest Api"
7869,",Spring,Hibernate,Java Web Services,Drools,Microservices,Rest Api"
7870,",Node.js,MongoDB,Angular 2+,AJAX,REST API"
7871,",MERN Stack,Node.js,MongoDB,ElasticSearch,Express.js,React.js"
7872,",Options,Web Development,Angular,Web Technologies,Data Representation,Career Development"
7873,",Options,Web Development,Angular,Web Technologies,Data Representation,Career Development"
7874,
7875,
7876,
7877,
7878,
7879,",Javascript,Css,Html5,Jquery,Bootstrap,Vue . Js"
7880,",GIT,Browser Testing,Debugging,Layout Aesthetics,Node.JS,JavaScript,Docker"
7881,",Rpa,C#,Uipath,VB.NET,Automation Anywhere,UI Path"
7882,
7883,
7884,
7885,
7886,",Entrepreneur In Residence,Program Management,Strategy Consulting"
7887,",React Native,Redux,Redux Saga,Typescript CSS,Flex,Jest. React Testing library"
7888,",Product engineering,PDF"
7889,
7890,
7891,
7892,
7893,",SQL,Javascript,MVC,GIT,ASP.Net,Web technologies"
7894,",Xamarin,iOS,Android,Mobile App Designing,Visual Studio,Push Notification"
7895,",WinForms,.Net,C#,MVC,OOPS,Design Patterns"
7896,",Xamarin,iOS,Android,Mobile App Designing,Visual Studio,Push Notification"
7897,
7898,",HTML,CSS,Javascript,Redux,ECMAScript,React.js"
7899,",Node.js,MySQL,Express.js,TypeScript,PostgreSQL,RESTful Webservices"
7900,",Php,Mysql,Ajax,Shopify Developer,Responsive Web Design,Browser Compatibility"
7901,",LINQ,OOPS,C#,Full Stack,Design Patterns,RDBMS"
7902,",React.js,Javascript,TypeScript,HTML,CSS,Redux"
7903,",PHP,Laravel,CodeIgniter,React.js,REST API,OOPS"
7904,",PHP,Laravel,CodeIgniter,React.js,REST API,OOPS"
7905,",Java,Spring Boot,Microservices Architecture,SQL,REST API,Java 8"
7906,",VB,.Net,C#,Visual Studio,Entity Framework,ADO"
7907,",RPA,UI,Solution Architect,Blue Prism,WorkFusion RPA Tools"
7908,",SQL,SQL Server,T-SQL,Crystal Reports,SSRS"
7909,",Financial reporting,SAP,Corporate finance,Oracle,Financial modelling,Fund raising"
7910,",RPA,RPA Tools,RPA Implementation,SOAP Webservices,Rest Webservices"
7911,",RPA Tools,SOAP Webservices,Rest Webservices,RPA Implementation,RPA"
7912,",RPA Tools,SOAP Webservices,Rest Webservices,RPA Implementation,RPA"
7913,
7914,",Node.js,Javascript,MemCache,OOPS,MongoDB,Data Structure"
7915,",Java,C++,AWS,Scala,Design Patterns,Python"
7916,",AngularJS,Angular 2+,Javascript,CSS,Single Page Application,Node.js"
7917,",Data Structure,Algorithm,Cassandra,Microservices Architecture,Oracle DB,SQL"
7918,
7919,
7920,",Java,Spring Boot,Microservices Architecture,SQL,REST API,Java 8,Data Structure,Algorithm"
7921,",VB,.Net,C#,Visual Studio,Entity Framework,ADO"
7922,",RPA,UI,Solution Architect,Blue Prism,WorkFusion RPA Tools"
7923,",SQL,SQL Server,T-SQL,Crystal Reports,SSRS"
7924,",Financial reporting,SAP,Corporate finance,Oracle,Financial modelling,Fund raising"
