course_title/users,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh
Bluegrass Guitar Essentials: Webisodes 9 & 10,,,,,,,0,,,1,,
Clarinet Lessons For Beginners,,,,,1,0,,,,,,
Play music on Harmonica using 8 notes - learn easy tunes!,0,,,,,,,1,,,,
Learn Piano Online-A Quiet Solace Piano Solo,0,1,,1,,,,,,,,
Bluegrass Guitar Essentials: Webisodes 7 & 8,,,,,,,0,,,,,
The Art of the Blues Shuffle - A Guitarist's Guide,,1,,,,,1,0,,,,0
Learn Piano Online-Ambiance Piano Solo,,,,,0,0,,0,,,,
Piano Lessons For Beginners,,,1,,,,,,0,1,,
The Theory & Practice of Modes on the Guitar,,0,,1,,,,,0,,,
Learn How To Play The Trumpet,,,,,,,,,,,,
Violin for Beginners,,,1,0,,,1,,,,,
Beginner Acoustic Guitar Lessons,,,,,,,,,,0,,
Aprendiendo Piano: Tocando piezas populares Vol.I,,,,,1,,,,0,,0,
Curso de Bateria - Explorando Diferentes Divisões,,,1,,,,,,,0,,
Escalas Pentatónicas para guitarristas,,,,,,,0,,,0,,
Brass Master Class,,0,,1,,,1,1,0,,,
Enseñando música: mejora tus clases de instrumento ,,,,,,0,,0,,,,
Ukelele exprés: aprende a tocar en menos de un mes,,0,0,,,,,,0,,,1
Curso de Guitarra para Principiantes,,1,,,,1,,1,0,1,,
Mundharmonika spielen - mein schönstes Hobby,,,,,1,,,,,,1,1
Aprende el acordeón de oído y con técnica –Nivel Intermedio–,,,0,,,1,,0,,,,
Présentation du Banjo Ténor,,1,,,,,0,1,,,,0
Aprende a tocar el acordeón de botones,1,,,,,,,,0,,,
Aprendiendo piano: Lectura de piezas clásicas Vol.I,,,,,,,,,0,1,,
Pedais de efeito para Contrabaixo,,0,,1,,1,,,0,,,
Mantenimiento y octavación para guitarras eléctricas,,,,1,,1,,0,,0,,
Aprende a tocar el violín desde cero,,,,1,,,0,,,,,
Aprende a tocar el teclado como los expertos,,,,0,0,1,,,1,,,
Aprende a tocar el saxofón como siempre has querido,,,,,1,,,,,,,
Guitarra para principiantes,,,,,,,0,,,1,,
Aprende a tocar flauta transversal sin complicaciones,,,,,,,0,,0,,,
Aprende a tocar las escalas en el acordeón de botones.,0,,,,1,,,,0,,0,
Curso de Violão Prático,1,,,,,,,,,,,
"Aprende a tocar percusiones: congas, bongós, maracas y más",,,,,,,,,1,,0,
Gitarre spielen - mein schönstes Hobby,,,,,,,,,1,,,0
Aprende a tocar la guitarra acústica como un profesional,,,,,,0,0,,,,0,1
Guitar Lesson - Five Steps to Learn Barre Chords,1,,,,,,,,,0,0,
"Easy Piano Basics™ - Learn Piano, No Prior Experience Needed",,,1,,,,0,1,,,,
Guitar Technique Mastery: The Ultimate Chop Building Workout,,,,,,1,0,0,,,,
Inside Drum Technique,,,,,,,,1,,,,
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",1,,,,,,,,1,,,
Create Beautiful Music On The Piano Like a Pro In Minutes,,,,0,,,,,,,,
Instant Harmonica - play the great Irish tune Molly Malone!,,,,,1,,,,,,1,
Instant Harmonica - play 'Can't Help Falling in Love' now!,1,,0,1,1,,1,,,1,,
Arpeggios for Guitar made Easy! Dominate the Fretboard,,,0,,,,,0,,,,0
Guitar Lessons - The Modal System - Modes Essentials,,,0,,,,1,1,,,,0
Learn to Play Percussion: Beginner to Pro made the Easy Way!,,,,,,,,,0,,1,1
Modern Piano Lessons For Beginners,1,,1,,0,,,,,,,
World Percussion: Complete Lessons for Everyone,1,,,,,,,0,1,,1,1
Learn Lion (Saroo) Soundtrack On The Piano By Ear,,,,,,,,,1,1,,0
Acoustic Blues Guitar Lessons,,,0,,,,,,,,,0
Play Guitar and Understand Music Quick & Easy in 28 Days!,,,,1,0,,0,,,,,
Learn How to Play the Violin - Violin Basics,,,,,1,,,1,1,0,,
Swing Low - The 101 Authentic Nashville Piano Style Course,0,,,,,,,,,0,,
Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,0,,,1,,,,,,0,,
Get Piano Skills TODAY!!! ,,,,0,,,,,,,1,
Learn the Violin - Scales and Fundamentals,,,,,,,,,0,1,,
Piano With Willie Building Technique with Scales Vol. 2,,,,,,,,0,,0,,
Master Flute Playing: Intermediate Instruction Made Simple!,,,,,,1,,,,,,
How to Sing and Play the Guitar (at the same time),0,,,,,,,,,,,
"Super Beginner Guitar - start right, start awesome",,0,,,,,0,,,,,1
"Introduction to Guitar 'A Course for Beginners"",https://www.udemy.com/introduction-to-guitar/,true,25,163,11,56,Beginner Level,2.5 hours,2014-10-30T15:59:39Z
650804,Guitar  Master Class Learning How to Play Guitar from A to Z""",,,,,,,,,,,,0
Rhythm to Rock Drum Lesson 5,0,,,,,,,,,,,
Gibson's Learn & Master Guitar,,,,,0,,0,,,,,
Master the Trombone: Intermediate Instruction Made Simple!,1,,,,,,,0,,,,0
Walking Bass Fundamentals,,1,,,,,,,,,,
Circular Breathing for musicians - practical skills,0,,0,0,1,,,,,,0,
Electric Bass for Busy Beginners Course 1,0,,,,,,,0,,,,
Guitar for Absolute Beginners (Class 1),,,,,,,,,,,,
Tenor Banjo for Absolute Beginners,,,,,,,0,,,,,
Guitar Lessons - 50 Essential Fast Legato Licks,,,,,,1,,,,,,1
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,,,,,,,,0,,0,0,
Aprende batería con el nuevo método IDT,,,1,,,1,,,,1,,
5 lecciones que todo guitarrista debe tomar,,,1,,1,,1,,,,,
Los 7 Acordes para Tocarlo Todo en un fin de semana,,1,,,,1,,,,,,
Curso de Violão Popular,0,,,,,,,,,,,
Aprendiendo Piano: Ejercicios de calentamiento,,1,,,0,,,,0,,1,
Aprendiendo piano: Lectura de piezas clásicas Vol.II,,,,,,,,0,,,,0
"Aprende a tocar el Acordeón 'de oído y con técnica"",https://www.udemy.com/aprende-a-tocar-el-acordeon-de-oido-y-con-tecnica/,true,25,93,21,34,Beginner Level,4 hours,2014-09-16T19:51:45Z
263432,Aprende los Secretos de la Armónica con HARP&SOUL""",,,,,0,,,1,,,,
Guitarra Desde Cero - PARTE 1,0,0,,,,,,,,1,,
Super-Curso de Guitarra Práctico Para Principiantes,0,1,1,,1,,,,,0,,
Explosão Pentatônica,,,0,1,,,,,,,,0
Complete Beginners Introduction to Guitar,,,0,,,,,,,,,
Learn 10 Scottish Tunes Piano Easy Level,,1,,,,,,,,,,
Fingerpicking Fundamentals,,,1,,,,,,1,1,1,
Piano With A Pro,,,,,,,,,,,,1
Piano Lessons for Beginners: Play the Piano AND Read Music!,,,0,,,,,,,0,,0
Master the Tuba - Intermediate Instruction Made Simple!,,,,0,,,,,1,,,
The Fun and Effective Piano Course,,,0,,,,,1,,,,
Advanced Flute Studies - Learn to Master the Flute!​,,1,,,0,0,,,1,,0,1
Alternate Picking Speed & Accuracy,,,,,,,,,1,0,,
"Master the Euphonium with Simple, Intermediate Instruction!",,,,,,1,,,,,,
Master the Clarinet: Intermediate Instruction Made Simple!,,,,,,,,,0,,,
Advanced Clarinet Studies - Learn to Master the Clarinet!,,,,,,,,,,,,
Aprende a tocar ritmo pop en el piano y teclado,,,,1,,,,,,,,0
Aprendiendo Piano: Tocando piezas populares Vol.II,,,,,,,,,1,,,
Comment jouer du Pianoforte,,,,,1,,1,,,1,,
Aprende a tocar blues en el piano y teclado,,,,,,,,,,,1,
ABC DO VIOLÃO E GUITARRA,,,,0,1,,,0,,,,
Suonare la Chitarra,,1,0,,,,,,,,0,
Aprende todos los secretos de la guitarra flamenca,,,,,,0,,,,1,,
こどもギターレッスン　リトルギタリストⅠ,0,,,,,,,,,,0,
Aprende cómo tocar el Bajo Sexto,,0,,,,,,,,,1,
Coach Guitar - Apprendre la GUITARE facile avec des COULEURS,,0,,,,,,,1,,,
Sistema Completo De Guitarra Rítmica Para Principiantes,1,,,,,,,0,1,,,
Curso de batería online de Patricio Iglesias (Santa Sabina),,,,,,,,0,,,,
"Learn Piano with Beyer, 15 Minutes Challenge",0,,,1,,,,,,0,,
"Classical Guitar Master Class: 'Alman  """,1,,,,,,,,,,,
Blues Accelerator - 21 Days to Blues Guitar Mastery,,0,,,,,,0,,,,0
Alto Saxophone Lessons For Beginners,,1,,,0,,,,,,,
Instant Harmonica - Christmas; play Jingle Bells part 2 now!,,,,,1,,0,,,,,1
Piano With Willie: Jazz & Gospel Exercises,1,1,,,,0,1,,,,,
Bending the blue notes to give you killer sound on harmonica,,0,,,,,,,,,,
"Beginner's Guitar: Tuning, Strumming, and Chords!",,,,,,,,,,,,
Instant Harmonica - play The Lion Sleeps Tonight - today!,,,,1,,,,0,0,,,0
Piano With Willie Building Technique with Scales Vol. 3,0,,,,1,,,,1,,,0
Instant Bodhran - part two; learning further drumming skills,0,,1,,,,,,,,,
Guitar Essentials,,,,,,,,1,,,1,
Rhythm to Rock Drum Lessons,,,,,,,,,,,,0
Learn to play and improve 12 bar blues harmonica solos,,,,,,1,,,,1,,
Learn to improvise on your harmonica - in nice easy steps,,,,,0,,,,,,,
Learning Electric Guitar for Absolute Beginners,,,,,,,1,,,,1,1
Advanced Bassoon Studies - Learn to Master the Bassoon!​,,,,,,1,,,1,,,
Blues Guitar Lessons: Play Like the Greats - All Levels,,,,,,,,,1,,,
Instant Harmonica - play Whiskey in the Jar + Molly Malone!,,,,,,,,,,,,
Learn To Play Trumpet Fast Using The Passive Trumpet Tutor,,,,1,,,,,,1,,
Electric Bass Right From The Start,,,0,,,,,1,,,,
Beginner Guitar Essentials,,,0,,1,,0,,,,,
Advanced Tuba Studies - Become a Master of the Tuba!​,,,,1,,,,,1,,,
'Greensleeves' Creative Piano Lessons Course,1,0,,,1,,,,,,,
Rhythm to Rock Drum Lesson 4,,,,1,,,,1,0,,,
Hands On Guitar: Beyond Beginner,,,,0,,1,0,,,,,
Instant harmonica - play Auld Lang Syne the neet (tonight)!,,,,,,,,,0,,1,
Piano The Hard Way -  Fast Way To Life Long Piano Enjoyment,,,,,,,,,,,,
The Ultimate Method for Learning Modern Piano & Keyboards,1,0,,,,0,,,,,,
Master the Bassoon - Intermediate Instruction Made Simple!,,,,0,,,,,,,,1
Oboe Pro Series - You're going to love practicing the Oboe,,,,,,1,,,,,0,
Instant Harmonica - play this classic GAME OF THRONES theme!,,,,,,,,,,,,
"Trumpet Solos: Learn how to Perform Three Fun, Unique Pieces",,,,1,,,,,,,,
Learn 4 Vital things that will make your DRUM PLAYING EASIER,,1,,0,,,,,1,,,0
Sax Solos: Learn how to Perform Three Fun and Unique Pieces!,,,,1,,,,,,1,1,1
Traditional-Style Electric Blues Guitar For Beginners,,,,1,,,,,,,,
Aprende a tocar los mejores solos en la guitarra eléctrica,,,,,,1,,,,,,
Aprende a tocar la guitarra,,0,,,,,,,,,,
Aprende a tocar el piano desde cero,,,,,,,,,1,,,
Aprende a tocar el clarinete.  ,,,,,,1,,0,0,0,,
Ahora aprende a tocar jazz en el piano,,1,,,,,,,,,,
こどもギターレッスン　リトルギタリストⅡ,,1,,,,,,,,,,
Aprende a tocar el contrabajo sin complicaciones,,,,1,,,,,,,,
Aprende a tocar la guitarra eléctrica,1,1,,,0,,0,,,,,0
Aprende a improvisar en la guitarra eléctrica,,,0,,,0,1,,,,,0
Curso de Teclado,1,,,1,,0,,1,,,,
Guitarra Acústica en Siete Días,,,0,,,,0,,0,1,,
improvisación de Guitarra,0,,,,,0,,,,,,
Step by Step Classical Guitar Course,,,,1,0,,,0,,,0,1
Piano With Willie Building Technique with Scales Vol. 4,1,,,,,,,,,0,,1
Back In Black the AC/DC Classic Rock Track,0,,1,,,,0,1,,1,,
Keyboard Basics,,,,,,,,,,,,
Beginner Guitar Lessons,,,,,,1,,1,1,0,,
Guitar Fundamentals for Beginners,,,1,,,0,,,,,,
Easy Piano - learn and play along,0,0,0,,1,,,,,,,
Learn Piano: The Basics of Keyboards,,,0,,,,,,,,1,
Bassoon Pro Series - You're going to love practicing Bassoon,,1,,0,0,,0,1,0,,,1
Acoustic Guitar Lessons For Beginners,1,1,0,,,,,,,0,,
Coach Guitar - Amazing New Way To Learn Guitar With Colors,,,,,,0,,0,,,,
Mastering the Art of Guitar Chords,0,,,,1,,,,,,1,1
30 Day Guitar Jump Start for Success,,0,1,0,,,,,,,,
Learn to Play Bassoon: Beginner to Pro in Under Four Hours!,,0,1,,,,,0,,0,0,
The 7 Day Guitar Method,,,,,,,0,1,,1,1,
Instant Harmonica - play Star Wars + the Lion Sleeps now!,,,,,1,,1,,,,,0
Instant harmonica - play Adele's wonderful 'Hello' today!,,,,,,0,0,,0,,,
Guitar Strumming 101 - Have More Fun Playing Songs You Love,,,,,0,0,0,,,,,0
Master Oboe Playing: Intermediate Instruction Made Simple!,,,,,,,,,,1,,
Drum Set for Beginners,,,,,,,,,,,,
Guitar Lessons - Economy Picking Essentials,1,,,,1,,,,,,,
Blues Guitar Lessons - Blues Guitar - Robert Johnson,,,,,,,0,0,,,,
TAKE NOTE BEGINNER CLARINET!  –  Fun with Fundamental Skills,,1,0,,1,,,,,,,
Learn to Play Irish Fiddle,,,,,,,,1,0,,,
Hands-On Guitar: The Beginner's Guide,,,,,,,0,,,,,
Slap Bass For Beginners,,,,,1,,0,0,,,,0
Piano Lessons for Beginners Made Easy,,,,1,,,,,1,,,
Horn Pro Series - You're going to love playing French Horn,,,,,,,,,,0,,
Instant Harmonica - play the Irish tune Whiskey in the Jar!,,,,,,1,0,1,1,,1,
Didgeridoo - from zero to HERO! Part Three. Advanced level.,0,,1,1,,1,1,,1,,0,
Saxophone Pro Series - You're going to love practicing Sax,,,,,,,0,,0,0,,
Easy Piano for Kids - Complete Beginner Piano Course,,,,1,,,,,,1,1,
Guitar Lessons - Two Handed Tapping Essentials,,,1,,1,,,,0,,,
Clarinet Pro Series - Fall in love with the Clarinet,,,,,,,0,,,,,
Advanced Trumpet Studies - Learn to Master the Trumpet!​,,,,,,,,,,,,
Poldark TV series Soundtracks for Piano-Quicklessons,0,,,,,,,0,0,,,1
Master the Saxophone: Intermediate Instruction Made Simple!,,,,,1,,,,,,1,
You Can Play Jazz Saxophone,,,,0,,,,,,,,1
"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",,,,,,,,,,,0,1
Building Up To Barre Chords,1,,,,0,,,,,,,
Learn the Violin - Bowing Techniques,,,,,1,,,,,,0,
Blues Guitar Lessons - Volume 3 - Minor Blues Essentials,,,,0,,1,,,,0,,
Back 2 The Basics,,,,,,,,,,,,1
Play the Jews Harp - instant skills for non musicians.,0,,,,,,,1,1,0,,
Master Trumpet Playing: Intermediate Instruction Made Simple,,,,,,0,,,,,,
Practical Guitar Theory: Level 1,,,0,0,,,,1,,,,
Instant harmonica - enjoy playing Silent Night tonight!,,,,,,,,,,1,,
HARP&SOUL  |  Learn the Secrets of the Harmonica,,,,,,,,,,1,,
"Play Leyenda, Canarios, and Bach on Classical Guitar",,,,,,,0,,,,,1
Instant Harmonica - play the cool tune Dirty Old Town now!,,,,,,,,0,,,,
Ultimate Beginner Guitar Guide - Both Acoustic & Electric ,0,,,,1,,,,,,,
Guitar Lessons : Rock Guitar in 1 Day!,0,,,,,,,1,,0,1,
Tenor Banjo,,,,,,1,,,,,1,
Introduction to Lead Guitar,,,0,1,,,,,,1,,0
Piano With Willie: Basics of Improvisation,,,,,,,1,0,,,,1
Euphonium Pro Series - Fall in love with the Euphonium,,,1,,,0,,0,,,,
Pure Rock Guitar : Play Like the Gods of Rock!,,,,0,,,1,0,,,,
Master the French Horn: Intermediate Instruction Made Simple,,,,,,,1,,,,,
Classical Guitar Technique: 80/20,,,0,,,,,1,0,,,
Total beginner to intermediate guitar - Learn to play by ear,,,0,,,,,,,,,
Aprende escalas y arpegios  Vol. I: Modo mayor,,,1,,0,,,,,0,,
Aprende a tocar Guitarra RAPIDO y FACIL con Guitarsimple,,,,0,,,,,,,,
Ukulele lernen für Papas mit Bruder Jakob,0,,,,,,,0,,,,
Tin Whistle Básico,,,1,1,,,0,,,,,
Leve a sua técnica de pedal duplo para um novo patamar,0,,,,,0,,,,0,1,
Sevillanas con Castañuelas - Baile y toque al mismo tiempo,1,1,,,,,,0,,,,
見てわかる！やさしく独習アコギ（入門編）TAKA先生のアコースティックギターレッスンⅠ,0,0,1,,,,0,,,,,
【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,,,,,,,,1,,,0,1
Aprende a Tocar Teclado - Piano,,,,,,,,0,,0,,
Castañuelas por Sevillanas - Curso del toque de castañuelas,,,,,,,,1,,,,
Aprende a tocar el acordeón de botones,,,,,,,,,,0,0,
Aprende a tocar Música Cristiana en el piano y teclado,,1,,,,,,,,,,
Easy Guitar Songwriting And Harmony,,,0,0,,,,,0,,,0
How to play easy tunes on the harmonica - just the basics,1,,,,,,,,,,,
Rhythm to Rock Drum Lessons 2,0,,,,,,1,,,,0,
Instant Harmonica - play Over the Rainbow + Skye Boat now!,,,0,0,1,,,,,,,
Bagpipe Instruction For Beginners,0,0,,,,1,,,,,,
"Flute Solos: Learn how to Perform Three Fun, Unique Pieces",0,1,,,,,1,,,,,
Rhythm to Rock Drum Lessons 3,,,,,,1,,,,,,
Guitar Lessons - Sweep Picking Arpeggio Essentials,,,,,,,1,,0,1,,
Painless Piano!,0,,,,,,,,1,,,
Beginning Flute Lessons,,,1,,,,1,,,,,
Piano Lesson Variety,,,,,,,0,,,,1,
Pop and Jazz Keyboards and Harmony (beginner level),1,,,,,0,,,1,,0,0
Starting to play the blues on your harmonica in easy steps ,0,,,0,,,,,1,,,0
Learn the Viola - Scales and Fundamentals,0,0,,,,,,,,1,,
"Learn to Play 'Let It Snow on Piano""",,,,,,1,,,,,,
Instant Harmonica - play the Irish anthem Danny Boy today!,,,,,,1,,,,,,
Piano Building Blocks: Learn Chord Additions & Variations,,,,,,0,1,1,0,,1,
Advanced Saxophone Studies - Learn to Master the Saxophone!,,,,,,,,,,,0,
Killer Harmonica sounds using the tongue and bending notes ,,,,,,0,,,,,,0
Instant Harmonica - play When the Saints on harmonica now!,,1,,,,,,,,,,1
Strumming the Guitar - 5 Lessons on Strum Patterns,,,,,1,,,,,,,
Learn Piano Online-Keys to the Keyboard,,0,,,,,,,1,,,
Ukulele Lessons For Beginners - Fast Track Your Learning,0,0,,,,,,0,,,,1
Blues Guitar Lessons - Ragtime Blues Guitar,1,,,1,,1,,1,,,0,
Getting Started with Power Chords,,,,1,,,,,,,,
Blues Master - Professional Techniques Piano Course,,,,,,,,,1,,,
Drumming 101: The Essential Elements,,,,,,,,,,,,
Flute Lessons For Beginners,,,,,,,,0,,,,
Guitar for Christmas!,,,,,,,,,,,1,
Learn Piano Online-Nocturnal Piano Solo,,,,,1,,,,,,,
Guitar Chords and Basic Strumming,,,0,,,,1,,,,,
Getting Started on the Acoustic Guitar,1,,,,,,,,,,0,
Learn Piano Online-In the Garden Piano Solo,0,,0,,,,0,,,,,
Saxophone Essentials: Beginners Course,1,,,,,,,,,,0,1
Learn To Play The Guitar In A Day,,,,,0,,,,1,1,0,
88 Logic - The Essential Guide To Learning Piano,,,1,,1,,1,1,,1,,
Tuba Solos: Learn how to Perform Three Fun and Unique Pieces,1,,0,,1,0,,,,,,
Instant Harmonica - play Dylan's Like a Rolling Stone now!,,,,,,,,,0,1,,
Advanced Oboe Studies - Become a Master Oboist!​,,,1,,,,,,,,,
Instant Harmonica - play 'I just called to say I love you',,,,,,,,0,,,,1
Jazz piano improvisation: The girl form Ipanema. Bossa nova,,,,,,,,1,0,,,0
Drum Lessons For Beginners,,,,,,,,,,,,
Piano With Willie: Jazz Kids - Vol 3,,,,,1,,,,,,,
Quick Piano Lessons - Tutorials for Drake's Greatest Hits,1,,,,1,,,,,,,
"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15",,,,1,,,1,,,0,,
Guitar - Rock - Beginner with Marc Seal,0,,,,0,,,,,1,,1
"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!",1,,,,,0,,,,,,
Bluegrass Guitar Essentials: Webisodes 11 & 12,1,0,,,,,,,,1,1,0
Advanced Horn Studies - Learn to Master the French Horn!​,,,,,1,,0,,0,,0,
Learn To Play Guitar Complete Beginners Quick Start,,,0,,,,,1,,,1,
Piano With Willie: Jazz Kids - Vol 4,,,,,,0,0,,,,1,
Instant Harmonica - play the old Popeye Spinach song now !,,,1,,,,,,,,0,
Piano With Willie: Jazz Kids - Vol 2,,1,,0,,,1,,,,,
Practice guitar with no previous experience and become a pro,0,,0,,,,,0,,,,
The Music Coach Online Spirit Drum Course,,,,,,,,,,,,
Make Electronic Music with the iPad,,,0,,,0,,,,,,
Learn Loreena McKennitt Songs-Quicklessons Piano Course,,,,,,,1,0,,,,0
Guitar 201: Breakthroughs,,,,1,,,,,,,1,
Major Scales and Modes for Chromatic Harmonica,,,,,,,,,,,,
Play Guitar with Rhythm - 5 Easy Lessons,,,1,,,1,,,1,,,
Coaching Bundle: Guitar for Music Educators: Part 1,0,,,,,,,,,,,
Coaching Bundle: Guitar for Music Educators: Part 2,,,,1,,,,1,1,,0,
Ukulele 3:  Intermediate,,,,,0,,,1,,0,,1
"Beginners Guitar Course - 'Try it and love it method""",,1,,,1,,0,,,0,,
Coaching Course: Rhythm Instruction for Music Educators P1,,0,,,,,1,,,,,
Learn Pirates of the Caribbean by Ear on the Piano,,0,,1,,,,,,,0,
Coaching Course: Rhythm Instruction for Music Educators P2,,,,,,0,1,,,,1,
4 Week Rhythm Mastery,,,,,1,,,1,,1,,
Tune that Sour Note on Your Piano,,1,,,,,,,,,,
Learn Vikings Soundtracks on the Piano by Ear,,0,1,,1,,,,,,0,
Learn to Play Piano Like a Pro - Easy Piano Course 1,,,,,,1,,,,,,
ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,,,,,,,,1,,1,0,
Instant Harmonica - play 12 bar blues Big Walter style now!,1,,,,,,1,,,,,
Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,1,,,,0,,0,,,,0,
Spice up your playing with some easy Flamenco techniques! ,,,,,1,1,,,,,,
Beginners Guide to Playing Guitar - Step-by-step System,,,,,,,,,,,0,
Guitar Kick Start,0,,,,,,,,,,,
Instant Harmonica – play Beethoven’s Ode to Joy right now!,1,,,,,0,1,0,0,,,0
Funk Rhythm Guitar Techniques,,,,,,,,,0,,,
Flamenco Guitar,,,,,1,1,,1,,,1,
Learn to play the Bouzouki - Greek Bouzouki Lessons,,,,0,1,,,,,,,
Guitar Looper Basic Training,,,0,,,,,,,,,
Piano With Willie: Jazz Kids - Vol 1,,,1,,,,0,,,,,
Instant Harmonica - play the Drunken Sailor sea shanty now! ,,,,,,,1,,,,,
Learn to Play Sweet Child of Mine,,1,,1,,0,,,0,,0,
Bluegrass Guitar Essentials: Webisodes 1 & 2,,,1,,,0,,,,,,
Learn Monster GODJ,,,0,,,,,,,,0,
What you can learn before Piano Lessons,,,0,,,,,,0,0,,
Learn to Play Tabla - The Indian drums,,,,0,,,,1,,,,1
Gitarre spielen wie die Profis,1,1,,,,1,0,,1,,,
Curso de piano 101 - Tocando partituras y acordes -,,1,,,,,0,,,0,0,
Sintetizadores e Síntese Subtrativa,,,,,,,,,,,,
Spielend Klavier lernen mit Freude und Erfolg,,,,1,,,,,,,,0
Curso de ejercicios técnicos al piano Vol.2,1,,,,0,,,,,,,
Curso de ejercicios técnicos al piano Vol.1,,0,,,,,,0,,,,
Aprende escalas y arpegios Vol.2 : Modo menor,,,,0,,,,,0,,,
Instant Harmonica - play Blowing in the Wind + Popeye theme!,,1,,,,,,,,,,1
Instant Harmonica - play jazzy Autumn Leaves now (part one),0,,,,,,,1,,,,
Trumpet Lessons For Beginners,0,,,,,,,,0,,,1
Guitar - Rock - Beginner/Intermediate with Marc Seal,,,,1,0,1,,,,0,,
Learn to play in the Key of G on any Bluegrass Instrument,,,,,1,,,,,,,
Beginner Guitar Method,,,,1,,0,,,,0,,
How to Play Dan Fogelberg Songs on Guitar,,,,,,0,,1,,,,
Jews Harp - Advanced course,,,0,1,1,,,,,,,
Instant Harmonica - play jazzy Autumn Leaves now (part two),,,,,,,,,,,,
Jazz Guitar Reharmonization for Autumn Leaves,,0,,0,,,,,0,,,
Tenor Saxophone Lessons For Beginners,0,,,,1,,,,,,,
Mike G's Beginner Drum Course: Part 2,1,,,,0,,,,,,0,
Instant Harmonica - play Summertime + Drunken Sailor now!,,,,,,,,,1,,,
Add Slide To Your Guitar Playing,0,,,,0,,,,,,,
